task,dataset,dataset_sha256,n_samples,n_features,seed,fold,projection_count,projected_columns,selection_seconds,feature_ranking
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,1,40,80,2.722600290988339,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,2,5,10,0.1106609580019721,"[0, 8, 2, 4, 3, 6, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,2,10,20,0.2867919170093955,"[0, 8, 2, 3, 4, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,2,20,40,0.838650667006732,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,2,40,80,2.922669292005594,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,3,5,10,0.1115089580125641,"[8, 0, 4, 2, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,3,10,20,0.283542542005307,"[8, 0, 4, 2, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,3,20,40,0.8174872080126079,"[8, 0, 4, 2, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,3,40,80,2.8307592079945607,"[8, 0, 4, 2, 3, 6, 7, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,4,5,10,0.1203520830022171,"[0, 8, 2, 4, 3, 6, 1, 7, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,4,10,20,0.2654340419976506,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,4,20,40,0.8429301669966662,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,1,4,40,80,2.8063317080086563,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,0,5,10,0.1085685840080259,"[0, 8, 2, 4, 3, 7, 6, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,0,10,20,0.2629497500020079,"[0, 8, 2, 4, 3, 7, 6, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,0,20,40,0.8007133750070352,"[0, 8, 2, 4, 3, 7, 6, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,0,40,80,2.956875707997824,"[0, 8, 2, 4, 3, 7, 6, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,1,5,10,0.1178279160085367,"[0, 8, 3, 2, 6, 4, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,1,10,20,0.2847886660019867,"[0, 8, 4, 3, 2, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,1,20,40,0.8283511250047013,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,1,40,80,2.7837135000008857,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,2,5,10,0.1160948339966125,"[0, 8, 2, 3, 4, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,2,10,20,0.2663549590070033,"[0, 8, 2, 3, 4, 6, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,2,20,40,0.7811107080051443,"[0, 8, 2, 3, 4, 6, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,2,40,80,2.697127166989958,"[0, 8, 2, 3, 4, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,3,5,10,0.1049354999995557,"[0, 8, 4, 2, 3, 6, 5, 1, 7, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,3,10,20,0.2653963339980691,"[0, 8, 2, 4, 3, 6, 5, 1, 7, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,3,20,40,0.8027540830080397,"[0, 8, 2, 4, 6, 3, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,3,40,80,2.7692125419998774,"[0, 8, 2, 4, 6, 3, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,4,5,10,0.1043979170062812,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,4,10,20,0.2584770420071436,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,4,20,40,0.7893227909953566,"[0, 8, 2, 4, 6, 3, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,2,4,40,80,2.8006777499977034,"[0, 8, 4, 2, 6, 3, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,0,5,10,0.1099107079935493,"[0, 8, 2, 4, 3, 6, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,0,10,20,0.2733807909971801,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,0,20,40,0.8810349169943947,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,0,40,80,2.723401625000406,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,1,5,10,0.1040672499948414,"[0, 8, 2, 4, 3, 7, 6, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,1,10,20,0.2551580420113168,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,1,20,40,0.7527760840021074,"[0, 8, 2, 4, 3, 7, 6, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,1,40,80,2.78000458299357,"[0, 8, 2, 4, 3, 7, 6, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,2,5,10,0.1040984160063089,"[0, 8, 2, 3, 4, 6, 5, 1, 7, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,2,10,20,0.2577070840052329,"[0, 8, 2, 3, 4, 6, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,2,20,40,0.7924751249956898,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,2,40,80,2.7235941250110045,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,3,5,10,0.1061552090104669,"[8, 0, 4, 2, 3, 7, 6, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,3,10,20,0.2467572919995291,"[8, 0, 4, 2, 3, 6, 7, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,3,20,40,0.7642152920016088,"[0, 8, 4, 2, 3, 6, 7, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,3,40,80,2.766016875000787,"[0, 8, 4, 2, 3, 6, 7, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,4,5,10,0.1062482920096954,"[0, 8, 2, 4, 3, 6, 5, 1, 9, 7]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,4,10,20,0.2674382920085918,"[8, 0, 2, 4, 3, 6, 5, 1, 7, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,4,20,40,0.8587231249985052,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,3,4,40,80,2.9752647080022143,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,0,5,10,0.1092986250005196,"[0, 8, 2, 4, 6, 3, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,0,10,20,0.2599781250028172,"[0, 8, 2, 4, 6, 3, 5, 7, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,0,20,40,0.8371274590026587,"[8, 0, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,0,40,80,2.934154041999136,"[0, 8, 4, 2, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,1,5,10,0.1050987909984542,"[0, 8, 2, 4, 3, 6, 9, 7, 5, 1]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,1,10,20,0.2729430000035791,"[0, 8, 2, 3, 4, 6, 7, 9, 5, 1]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,1,20,40,0.8289654589898419,"[0, 8, 2, 4, 3, 6, 7, 5, 9, 1]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,1,40,80,2.772488875009003,"[0, 8, 2, 4, 3, 6, 7, 5, 9, 1]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,2,5,10,0.105066459000227,"[0, 8, 4, 2, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,2,10,20,0.260858833004022,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,2,20,40,0.7958849580027163,"[0, 8, 2, 4, 3, 6, 7, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,2,40,80,2.795387332997052,"[0, 8, 2, 4, 3, 6, 7, 1, 5, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,3,5,10,0.1144894999888492,"[0, 8, 2, 3, 4, 7, 6, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,3,10,20,0.280008458008524,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,3,20,40,0.8848220840009162,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,3,40,80,2.937132291001035,"[0, 8, 2, 4, 3, 7, 6, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,4,5,10,0.1147776249999878,"[0, 8, 4, 2, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,4,10,20,0.271047375004855,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,4,20,40,0.8494338750024326,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,glass,8f6eea990c4fdc7bcc55a2bd26743435287d88d3f49b60dd4a8dd68dc931d9de,214,10,4,4,40,80,2.8002145829959773,"[0, 8, 2, 4, 3, 6, 7, 5, 1, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,0,5,10,0.158525874998304,"[22, 20, 27, 23, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,0,10,20,0.4129207080113701,"[22, 20, 27, 23, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,0,20,40,1.3469901670032414,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,0,40,80,4.953226833997178,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 16, 17, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,1,5,10,0.1647906250000232,"[23, 22, 20, 7, 27, 2, 6, 0, 3, 13, 26, 12, 10, 25, 5, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 18, 9, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,1,10,20,0.502888791001169,"[22, 20, 27, 23, 7, 2, 6, 0, 3, 13, 26, 12, 10, 25, 5, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,1,20,40,1.403017374992487,"[22, 20, 23, 27, 7, 2, 6, 0, 3, 13, 26, 12, 10, 25, 5, 17, 16, 21, 1, 28, 24, 15, 4, 29, 8, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,1,40,80,5.126538208001875,"[22, 20, 23, 27, 7, 2, 6, 3, 0, 13, 26, 12, 10, 25, 5, 17, 16, 21, 1, 28, 24, 15, 4, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,2,5,10,0.1633660840016091,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 1, 21, 17, 16, 24, 28, 15, 4, 8, 29, 19, 14, 11, 18, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,2,10,20,0.44422329099325,"[22, 23, 27, 20, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 1, 21, 17, 16, 24, 28, 15, 4, 8, 29, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,2,20,40,1.4031644170026991,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 1, 21, 17, 16, 24, 28, 15, 4, 8, 29, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,2,40,80,5.091738792005344,"[22, 20, 23, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 1, 21, 17, 16, 24, 28, 15, 4, 29, 8, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,3,5,10,0.167473459005123,"[23, 22, 20, 7, 27, 3, 0, 2, 13, 6, 26, 10, 12, 25, 5, 21, 1, 16, 17, 28, 24, 15, 4, 8, 29, 19, 14, 18, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,3,10,20,0.4269247500051278,"[22, 23, 20, 7, 27, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 1, 16, 17, 28, 24, 15, 4, 8, 29, 19, 11, 14, 9, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,3,20,40,1.4155640839890111,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 1, 16, 17, 28, 24, 15, 4, 8, 29, 19, 11, 14, 9, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,3,40,80,5.038310791002004,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 1, 16, 17, 28, 24, 15, 4, 8, 29, 19, 11, 14, 9, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,4,5,10,0.16203824999684,"[27, 7, 20, 23, 22, 2, 0, 3, 6, 13, 26, 12, 25, 5, 10, 17, 16, 21, 1, 24, 28, 4, 15, 29, 8, 19, 18, 14, 11, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,4,10,20,0.4405472090002149,"[22, 27, 7, 20, 23, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 4, 15, 29, 8, 19, 18, 9, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,4,20,40,1.3915806250006426,"[22, 27, 23, 7, 20, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 4, 15, 29, 8, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,0,4,40,80,5.276258417012286,"[22, 27, 23, 20, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 4, 15, 29, 8, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,0,5,10,0.1648768750019371,"[7, 20, 27, 22, 23, 2, 3, 6, 0, 13, 26, 10, 12, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 8, 29, 19, 18, 9, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,0,10,20,0.4225697090005269,"[22, 7, 20, 27, 23, 2, 6, 3, 0, 13, 26, 10, 12, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 19, 18, 9, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,0,20,40,1.3657957499963231,"[22, 7, 23, 27, 20, 2, 6, 3, 0, 13, 26, 12, 10, 5, 25, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 9, 19, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,0,40,80,4.96881495800335,"[22, 7, 20, 23, 27, 2, 6, 3, 0, 13, 26, 10, 12, 5, 25, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 9, 19, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,1,5,10,0.1750072079885285,"[23, 22, 20, 7, 27, 2, 0, 13, 6, 3, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 8, 29, 19, 11, 18, 9, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,1,10,20,0.4636519579944433,"[23, 22, 20, 27, 7, 2, 0, 13, 3, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 8, 29, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,1,20,40,1.4007980419992236,"[23, 20, 22, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 8, 29, 19, 9, 11, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,1,40,80,5.032092374996864,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 29, 8, 19, 9, 11, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,2,5,10,0.1779598339926451,"[22, 23, 27, 20, 7, 3, 2, 0, 13, 6, 26, 12, 10, 5, 25, 17, 21, 16, 1, 24, 28, 4, 15, 8, 29, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,2,10,20,0.4510937089944491,"[22, 23, 27, 20, 7, 3, 2, 0, 13, 6, 26, 12, 10, 5, 25, 17, 21, 16, 1, 24, 28, 4, 15, 8, 29, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,2,20,40,1.496267333990545,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 4, 15, 8, 29, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,2,40,80,5.229161916999146,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 4, 15, 8, 29, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,3,5,10,0.1722069160023238,"[22, 27, 23, 20, 7, 2, 6, 0, 3, 13, 26, 12, 25, 10, 5, 16, 17, 21, 1, 24, 28, 15, 29, 4, 8, 19, 14, 18, 11, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,3,10,20,0.4658185410080477,"[22, 27, 20, 23, 7, 2, 6, 0, 13, 3, 26, 12, 25, 10, 5, 16, 17, 21, 1, 28, 24, 15, 29, 4, 8, 19, 9, 14, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,3,20,40,1.4576026249997085,"[22, 27, 20, 23, 7, 2, 6, 0, 3, 13, 26, 12, 25, 10, 5, 16, 17, 21, 1, 28, 24, 15, 29, 4, 8, 19, 9, 14, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,3,40,80,5.221396458000527,"[22, 27, 20, 23, 7, 2, 6, 3, 0, 13, 26, 12, 25, 10, 5, 16, 17, 21, 1, 28, 24, 15, 29, 4, 8, 19, 9, 14, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,4,5,10,0.1584398749982938,"[20, 23, 27, 7, 22, 2, 0, 3, 6, 13, 26, 12, 5, 25, 10, 17, 16, 21, 1, 24, 15, 28, 4, 8, 29, 19, 18, 14, 11, 9]"
