task,dataset,seed,fold,projection_count,projected_columns,k,n_features_selected,downstream_model,accuracy,f1,f1_macro,balanced_accuracy,roc_auc,auc
classification,wine,2,1,5,10,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,5,10,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,5,10,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,5,10,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,5,10,13,13,svm,0.9722222222222222,0.9719701552732408,0.970961887477314,0.9666666666666668,1.0,1.0
classification,wine,2,1,5,10,13,13,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,1,10,20,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.9975799663299664,0.9975799663299664
classification,wine,2,1,10,20,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.99631734006734,0.99631734006734
classification,wine,2,1,10,20,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9975799663299664,0.9975799663299664
classification,wine,2,1,10,20,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,10,20,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,10,20,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,10,20,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,10,20,13,13,svm,0.9722222222222222,0.9719701552732408,0.970961887477314,0.9666666666666668,1.0,1.0
classification,wine,2,1,10,20,13,13,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,1,20,40,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.9975799663299664,0.9975799663299664
classification,wine,2,1,20,40,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.99631734006734,0.99631734006734
classification,wine,2,1,20,40,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9975799663299664,0.9975799663299664
classification,wine,2,1,20,40,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,20,40,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,20,40,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,20,40,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,20,40,13,13,svm,0.9722222222222222,0.9719701552732408,0.970961887477314,0.9666666666666668,1.0,1.0
classification,wine,2,1,20,40,13,13,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,1,40,80,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.9975799663299664,0.9975799663299664
classification,wine,2,1,40,80,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.99631734006734,0.99631734006734
classification,wine,2,1,40,80,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9975799663299664,0.9975799663299664
classification,wine,2,1,40,80,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,40,80,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,40,80,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,40,80,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,1,40,80,13,13,svm,0.9722222222222222,0.9719701552732408,0.970961887477314,0.9666666666666668,1.0,1.0
classification,wine,2,1,40,80,13,13,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,2,5,10,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.987689393939394,0.987689393939394
classification,wine,2,2,5,10,5,5,svm,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9827441077441076,0.9827441077441076
classification,wine,2,2,5,10,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9748526936026936,0.9748526936026936
classification,wine,2,2,5,10,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9927398989898988,0.9927398989898988
classification,wine,2,2,5,10,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,1.0,1.0
classification,wine,2,2,5,10,10,10,knn,0.9166666666666666,0.9144647944647945,0.9184859584859586,0.9285714285714284,0.9752978502978504,0.9752978502978504
classification,wine,2,2,5,10,13,13,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,2,5,10,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,2,5,10,13,13,knn,0.8888888888888888,0.8842916342916343,0.8885003885003885,0.9047619047619048,0.9562977531727532,0.9562977531727532
classification,wine,2,2,10,20,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.987689393939394,0.987689393939394
classification,wine,2,2,10,20,5,5,svm,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9827441077441076,0.9827441077441076
classification,wine,2,2,10,20,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9748526936026936,0.9748526936026936
classification,wine,2,2,10,20,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9927398989898988,0.9927398989898988
classification,wine,2,2,10,20,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,1.0,1.0
classification,wine,2,2,10,20,10,10,knn,0.9166666666666666,0.9144647944647945,0.9184859584859586,0.9285714285714284,0.9752978502978504,0.9752978502978504
classification,wine,2,2,10,20,13,13,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,2,10,20,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,2,10,20,13,13,knn,0.8888888888888888,0.8842916342916343,0.8885003885003885,0.9047619047619048,0.9562977531727532,0.9562977531727532
classification,wine,2,2,20,40,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.987689393939394,0.987689393939394
classification,wine,2,2,20,40,5,5,svm,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9827441077441076,0.9827441077441076
classification,wine,2,2,20,40,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9748526936026936,0.9748526936026936
classification,wine,2,2,20,40,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9927398989898988,0.9927398989898988
classification,wine,2,2,20,40,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,1.0,1.0
classification,wine,2,2,20,40,10,10,knn,0.9166666666666666,0.9144647944647945,0.9184859584859586,0.9285714285714284,0.9752978502978504,0.9752978502978504
classification,wine,2,2,20,40,13,13,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,2,20,40,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,2,20,40,13,13,knn,0.8888888888888888,0.8842916342916343,0.8885003885003885,0.9047619047619048,0.9562977531727532,0.9562977531727532
classification,wine,2,2,40,80,5,5,lr,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.9914772727272728,0.9914772727272728
classification,wine,2,2,40,80,5,5,svm,0.9166666666666666,0.9157848324514992,0.9193121693121692,0.9246031746031744,0.9902146464646464,0.9902146464646464
classification,wine,2,2,40,80,5,5,knn,0.9444444444444444,0.9444444444444444,0.9484126984126984,0.9484126984126984,0.976746632996633,0.976746632996633
classification,wine,2,2,40,80,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9927398989898988,0.9927398989898988
classification,wine,2,2,40,80,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,1.0,1.0
classification,wine,2,2,40,80,10,10,knn,0.9166666666666666,0.9144647944647945,0.9184859584859586,0.9285714285714284,0.9752978502978504,0.9752978502978504
classification,wine,2,2,40,80,13,13,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,2,2,40,80,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,2,40,80,13,13,knn,0.8888888888888888,0.8842916342916343,0.8885003885003885,0.9047619047619048,0.9562977531727532,0.9562977531727532
classification,wine,2,3,5,10,5,5,lr,0.9428571428571428,0.9429879045439686,0.9441538629181648,0.9484126984126984,0.9945578231292516,0.9945578231292516
classification,wine,2,3,5,10,5,5,svm,0.9714285714285714,0.971651350598719,0.9701104613385314,0.9761904761904764,1.0,1.0
classification,wine,2,3,5,10,5,5,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,5,10,10,10,lr,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,0.996036675539781,0.996036675539781
classification,wine,2,3,5,10,10,10,svm,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.996036675539781,0.996036675539781
classification,wine,2,3,5,10,10,10,knn,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.9973972197574682,0.9973972197574682
classification,wine,2,3,5,10,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,5,10,13,13,svm,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,1.0,1.0
classification,wine,2,3,5,10,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,10,20,5,5,lr,0.9428571428571428,0.9429879045439686,0.9441538629181648,0.9484126984126984,0.9945578231292516,0.9945578231292516
classification,wine,2,3,10,20,5,5,svm,0.9714285714285714,0.971651350598719,0.9701104613385314,0.9761904761904764,1.0,1.0
classification,wine,2,3,10,20,5,5,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,10,20,10,10,lr,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,0.996036675539781,0.996036675539781
classification,wine,2,3,10,20,10,10,svm,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.996036675539781,0.996036675539781
classification,wine,2,3,10,20,10,10,knn,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.9973972197574682,0.9973972197574682
classification,wine,2,3,10,20,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,10,20,13,13,svm,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,1.0,1.0
classification,wine,2,3,10,20,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,20,40,5,5,lr,0.9428571428571428,0.9429879045439686,0.9441538629181648,0.9484126984126984,0.9945578231292516,0.9945578231292516
classification,wine,2,3,20,40,5,5,svm,0.9714285714285714,0.971651350598719,0.9701104613385314,0.9761904761904764,1.0,1.0
classification,wine,2,3,20,40,5,5,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,20,40,10,10,lr,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,0.996036675539781,0.996036675539781
classification,wine,2,3,20,40,10,10,svm,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.996036675539781,0.996036675539781
classification,wine,2,3,20,40,10,10,knn,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.9973972197574682,0.9973972197574682
classification,wine,2,3,20,40,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,20,40,13,13,svm,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,1.0,1.0
classification,wine,2,3,20,40,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,40,80,5,5,lr,0.9428571428571428,0.9429879045439686,0.9441538629181648,0.9484126984126984,0.9945578231292516,0.9945578231292516
classification,wine,2,3,40,80,5,5,svm,0.9714285714285714,0.971651350598719,0.9701104613385314,0.9761904761904764,1.0,1.0
classification,wine,2,3,40,80,5,5,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,40,80,10,10,lr,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,0.996036675539781,0.996036675539781
classification,wine,2,3,40,80,10,10,svm,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.996036675539781,0.996036675539781
classification,wine,2,3,40,80,10,10,knn,0.9428571428571428,0.9428571428571428,0.9484126984126984,0.9484126984126984,0.9973972197574682,0.9973972197574682
classification,wine,2,3,40,80,13,13,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,3,40,80,13,13,svm,0.9714285714285714,0.9713000642535876,0.9740129935032484,0.9722222222222222,1.0,1.0
classification,wine,2,3,40,80,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,5,5,lr,0.9714285714285714,0.9716878402903812,0.970961887477314,0.977777777777778,1.0,1.0
classification,wine,2,4,5,10,5,5,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,5,5,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,13,13,lr,0.9714285714285714,0.9716878402903812,0.970961887477314,0.977777777777778,1.0,1.0
classification,wine,2,4,5,10,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,5,10,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,5,5,lr,0.9714285714285714,0.9716878402903812,0.970961887477314,0.977777777777778,1.0,1.0
classification,wine,2,4,10,20,5,5,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,5,5,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,13,13,lr,0.9714285714285714,0.9716878402903812,0.970961887477314,0.977777777777778,1.0,1.0
classification,wine,2,4,10,20,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,10,20,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,20,40,5,5,lr,0.9428571428571428,0.9431972789115646,0.9484126984126984,0.9555555555555556,0.9985714285714288,0.9985714285714288
classification,wine,2,4,20,40,5,5,svm,0.9714285714285714,0.9715570786035554,0.9740129935032484,0.977777777777778,1.0,1.0
classification,wine,2,4,20,40,5,5,knn,0.9428571428571428,0.9431972789115646,0.9484126984126984,0.9555555555555556,1.0,1.0
classification,wine,2,4,20,40,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,20,40,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,20,40,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,20,40,13,13,lr,0.9714285714285714,0.9716878402903812,0.970961887477314,0.977777777777778,1.0,1.0
classification,wine,2,4,20,40,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,20,40,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,40,80,5,5,lr,0.9428571428571428,0.9431972789115646,0.9484126984126984,0.9555555555555556,0.9985714285714288,0.9985714285714288
classification,wine,2,4,40,80,5,5,svm,0.9714285714285714,0.9715570786035554,0.9740129935032484,0.977777777777778,1.0,1.0
classification,wine,2,4,40,80,5,5,knn,0.9428571428571428,0.9431972789115646,0.9484126984126984,0.9555555555555556,1.0,1.0
classification,wine,2,4,40,80,10,10,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,40,80,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,40,80,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,40,80,13,13,lr,0.9714285714285714,0.9716878402903812,0.970961887477314,0.977777777777778,1.0,1.0
classification,wine,2,4,40,80,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,2,4,40,80,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,5,10,5,5,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,5,10,5,5,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,5,10,5,5,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,0,5,10,10,10,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,5,10,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,5,10,10,10,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,0.9964063714063714,0.9964063714063714
classification,wine,3,0,5,10,13,13,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,5,10,13,13,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,5,10,13,13,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,1.0,1.0
classification,wine,3,0,10,20,5,5,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,10,20,5,5,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,10,20,5,5,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,0,10,20,10,10,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,10,20,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,10,20,10,10,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,0.9964063714063714,0.9964063714063714
classification,wine,3,0,10,20,13,13,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,10,20,13,13,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,10,20,13,13,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,1.0,1.0
classification,wine,3,0,20,40,5,5,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,20,40,5,5,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,20,40,5,5,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,0,20,40,10,10,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,20,40,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,20,40,10,10,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,0.9964063714063714,0.9964063714063714
classification,wine,3,0,20,40,13,13,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,20,40,13,13,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,20,40,13,13,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,1.0,1.0
classification,wine,3,0,40,80,5,5,lr,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,40,80,5,5,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,0,40,80,5,5,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,0,40,80,10,10,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,40,80,10,10,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,40,80,10,10,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,0.9964063714063714,0.9964063714063714
classification,wine,3,0,40,80,13,13,lr,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,40,80,13,13,svm,0.9722222222222222,0.9723691945914168,0.9717813051146384,0.9761904761904764,0.9976689976689976,0.9976689976689976
classification,wine,3,0,40,80,13,13,knn,0.9444444444444444,0.9435246235246236,0.9451526251526252,0.9523809523809524,1.0,1.0
classification,wine,3,1,5,10,5,5,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9938973063973064,0.9938973063973064
classification,wine,3,1,5,10,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9902146464646464,0.9902146464646464
classification,wine,3,1,5,10,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9755366161616164,0.9755366161616164
classification,wine,3,1,5,10,10,10,lr,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.985374579124579,0.985374579124579
classification,wine,3,1,5,10,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,5,10,10,10,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,1.0,1.0
classification,wine,3,1,5,10,13,13,lr,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,1.0,1.0
classification,wine,3,1,5,10,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,5,10,13,13,knn,0.8888888888888888,0.884920634920635,0.8915343915343916,0.9047619047619048,0.9773253367003368,0.9773253367003368
classification,wine,3,1,10,20,5,5,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9938973063973064,0.9938973063973064
classification,wine,3,1,10,20,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9902146464646464,0.9902146464646464
classification,wine,3,1,10,20,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9755366161616164,0.9755366161616164
classification,wine,3,1,10,20,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9975799663299664,0.9975799663299664
classification,wine,3,1,10,20,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,10,20,10,10,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,1,10,20,13,13,lr,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,1.0,1.0
classification,wine,3,1,10,20,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,10,20,13,13,knn,0.8888888888888888,0.884920634920635,0.8915343915343916,0.9047619047619048,0.9773253367003368,0.9773253367003368
classification,wine,3,1,20,40,5,5,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9938973063973064,0.9938973063973064
classification,wine,3,1,20,40,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9902146464646464,0.9902146464646464
classification,wine,3,1,20,40,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9755366161616164,0.9755366161616164
classification,wine,3,1,20,40,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9975799663299664,0.9975799663299664
classification,wine,3,1,20,40,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,20,40,10,10,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,1,20,40,13,13,lr,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,1.0,1.0
classification,wine,3,1,20,40,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,20,40,13,13,knn,0.8888888888888888,0.884920634920635,0.8915343915343916,0.9047619047619048,0.9773253367003368,0.9773253367003368
classification,wine,3,1,40,80,5,5,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9938973063973064,0.9938973063973064
classification,wine,3,1,40,80,5,5,svm,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9902146464646464,0.9902146464646464
classification,wine,3,1,40,80,5,5,knn,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,0.9755366161616164,0.9755366161616164
classification,wine,3,1,40,80,10,10,lr,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,0.9975799663299664,0.9975799663299664
classification,wine,3,1,40,80,10,10,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,40,80,10,10,knn,0.9722222222222222,0.9722633744855966,0.974320987654321,0.9761904761904764,1.0,1.0
classification,wine,3,1,40,80,13,13,lr,0.9444444444444444,0.9444444444444444,0.9487179487179488,0.9523809523809524,1.0,1.0
classification,wine,3,1,40,80,13,13,svm,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,1,40,80,13,13,knn,0.8888888888888888,0.884920634920635,0.8915343915343916,0.9047619047619048,0.9773253367003368,0.9773253367003368
classification,wine,3,2,5,10,5,5,lr,0.8888888888888888,0.887738670347366,0.8930296756383713,0.8968253968253969,0.99263468013468,0.99263468013468
classification,wine,3,2,5,10,5,5,svm,0.9166666666666666,0.9157848324514992,0.9193121693121692,0.9246031746031744,0.9937920875420876,0.9937920875420876
classification,wine,3,2,5,10,5,5,knn,0.9166666666666666,0.9157848324514992,0.9193121693121692,0.9246031746031744,0.9950547138047138,0.9950547138047138
classification,wine,3,2,5,10,10,10,lr,0.9722222222222222,0.972097284690988,0.9740129935032484,0.9722222222222222,0.99631734006734,0.99631734006734
classification,wine,3,2,5,10,10,10,svm,0.9722222222222222,0.972097284690988,0.9740129935032484,0.9722222222222222,0.9987373737373736,0.9987373737373736
classification,wine,3,2,5,10,10,10,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,2,5,10,13,13,lr,0.9722222222222222,0.9719701552732408,0.970961887477314,0.9666666666666668,1.0,1.0
classification,wine,3,2,5,10,13,13,svm,0.9722222222222222,0.972097284690988,0.9740129935032484,0.9722222222222222,1.0,1.0
classification,wine,3,2,5,10,13,13,knn,1.0,1.0,1.0,1.0,1.0,1.0
classification,wine,3,2,10,20,5,5,lr,0.8888888888888888,0.887738670347366,0.8930296756383713,0.8968253968253969,0.99263468013468,0.99263468013468
